term,lemma,lang,type,pos
κίουι,κίουι,el,wiktionary_en,-
κλινική,κλινική,el,wiktionary_en,-
κλόουν,κλόουν,el,wiktionary_en,-
κογιότ,κογιότ,el,wiktionary_en,-
κοκτέιλ,κοκτέιλ,el,wiktionary_en,-
κόλα,κόλα,el,wiktionary_en,-
κολέγιο,κολέγιο,el,wiktionary_en,-
Κόλιν,Κόλιν,el,wiktionary_en,-
Κόλινς,Κόλινς,el,wiktionary_en,-
Κολοράντο,Κολοράντο,el,wiktionary_en,-
κόμικς,κόμικς,el,wiktionary_en,-
Κονέκτικατ,Κονέκτικατ,el,wiktionary_en,-
Κόνλεϋ,Κόνλεϋ,el,wiktionary_en,-
Κορνουάλη,Κορνουάλη,el,wiktionary_en,-
κορνφλάουρ,κορνφλάουρ,el,wiktionary_en,-
κουάρκ,κουάρκ,el,wiktionary_en,-
κουκαμπούρα,κουκαμπούρα,el,wiktionary_en,-
κουλροφοβία,κουλροφοβία,el,wiktionary_en,-
κράκερ,κράκερ,el,wiktionary_en,-
κριλ,κριλ,el,wiktionary_en,-
κρίπερ,κρίπερ,el,wiktionary_en,-
Κρίστιαν,Κρίστιαν,el,wiktionary_en,-
Κριστίνα,Κριστίνα,el,wiktionary_en,-
κρυοπάγημα,κρυοπάγημα,el,wiktionary_en,-
λαίδη,λαίδη,el,wiktionary_en,-
λάμα,λάμα,el,wiktionary_en,-
Λάνα,Λάνα,el,wiktionary_en,-
Λεμουρία,Λεμουρία,el,wiktionary_en,-
λεμούριος,λεμούριος,el,wiktionary_en,-
Λέοναρντ,Λέοναρντ,el,wiktionary_en,-
Ληντς,Ληντς,el,wiktionary_en,-
λιδοκαΐνη,λιδοκαΐνη,el,wiktionary_en,-
Λίμερικ,Λίμερικ,el,wiktionary_en,-
Λίνκολν,Λίνκολν,el,wiktionary_en,-
Λίο,Λίο,el,wiktionary_en,-
λοκ άουτ,λοκ άουτ,el,wiktionary_en,-
Λος Άντζελες,Λος Άντζελες,el,wiktionary_en,-
Λουιζιάνα,Λουιζιάνα,el,wiktionary_en,-
Λουκ,Λουκ,el,wiktionary_en,-
λούνα παρκ,λούνα παρκ,el,wiktionary_en,-
μάγια,μάγια,el,wiktionary_en,-
Μάθιου,Μάθιου,el,wiktionary_en,-
Μάικλ,Μάικλ,el,wiktionary_en,-
Μαίρη,Μαίρη,el,wiktionary_en,-
μακαρθισμός,μακαρθισμός,el,wiktionary_en,-
Μαλάουι,Μαλάουι,el,wiktionary_en,-
μάνατζερ,μάνατζερ,el,wiktionary_en,-
μάνατζμεντ,μάνατζμεντ,el,wiktionary_en,-
μάρκετινγκ,μάρκετινγκ,el,wiktionary_en,-
Μάρτιν,Μάρτιν,el,wiktionary_en,-
Μασαχουσέτη,Μασαχουσέτη,el,wiktionary_en,-
ματζέντα,ματζέντα,el,wiktionary_en,-
ματς,ματς,el,wiktionary_en,-
Μέιν,Μέιν,el,wiktionary_en,-
μέινστριμ,μέινστριμ,el,wiktionary_en,-
Μελβούρνη,Μελβούρνη,el,wiktionary_en,-
μελόντικα,μελόντικα,el,wiktionary_en,-
Μέρεντιθ,Μέρεντιθ,el,wiktionary_en,-
Μέριλαντ,Μέριλαντ,el,wiktionary_en,-
Μιζούρι,Μιζούρι,el,wiktionary_en,-
Μίλερ,Μίλερ,el,wiktionary_en,-
Μινεσότα,Μινεσότα,el,wiktionary_en,-
Μισέλ,Μισέλ,el,wiktionary_en,-
Μίσιγκαν,Μίσιγκαν,el,wiktionary_en,-
Μισισίπι,Μισισίπι,el,wiktionary_en,-
Μίτσελ,Μίτσελ,el,wiktionary_en,-
Μοντάνα,Μοντάνα,el,wiktionary_en,-
Μόργκαν,Μόργκαν,el,wiktionary_en,-
μπαμπού,μπαμπού,el,wiktionary_en,-
μπαργούμαν,μπαργούμαν,el,wiktionary_en,-
μπάρμπεκιου,μπάρμπεκιου,el,wiktionary_en,-
μπελούγκα,μπελούγκα,el,wiktionary_en,-
Μπέρμιγχαμ,Μπέρμιγχαμ,el,wiktionary_en,-
μπλάκης,μπλάκης,el,wiktionary_en,-
μπλάντι,μπλάντι,el,wiktionary_en,-
Μπομπ,Μπομπ,el,wiktionary_en,-
Μπόμπι,Μπόμπι,el,wiktionary_en,-
μπόνους,μπόνους,el,wiktionary_en,-
μπόντι μπίλντερ,μπόντι μπίλντερ,el,wiktionary_en,-
Μπουχάρα,Μπουχάρα,el,wiktionary_en,-
Μπράιαν,Μπράιαν,el,wiktionary_en,-
Μπράντον,Μπράντον,el,wiktionary_en,-
Μπράουν,Μπράουν,el,wiktionary_en,-
ΝΑΤΟ,ΝΑΤΟ,el,wiktionary_en,-
Νέα Ζηλανδία,Νέα Ζηλανδία,el,wiktionary_en,-
Νεβάδα,Νεβάδα,el,wiktionary_en,-
Νέιθαν,Νέιθαν,el,wiktionary_en,-
Νεμπράσκα,Νεμπράσκα,el,wiktionary_en,-
νέον,νέον,el,wiktionary_en,-
Νίκολς,Νίκολς,el,wiktionary_en,-
Νόργουιτς,Νόργουιτς,el,wiktionary_en,-
Ντάνιελ,Ντάνιελ,el,wiktionary_en,-
Ντέιβ,Ντέιβ,el,wiktionary_en,-
Ντέιβιντ,Ντέιβιντ,el,wiktionary_en,-
Ντέιβις,Ντέιβις,el,wiktionary_en,-
Ντέλαγουερ,Ντέλαγουερ,el,wiktionary_en,-
ντελιβεράς,ντελιβεράς,el,wiktionary_en,-
ντελίβερι,ντελίβερι,el,wiktionary_en,-
Ντένις,Ντένις,el,wiktionary_en,-
ντεντέκτιβ,ντεντέκτιβ,el,wiktionary_en,-
Ντέξτερ,Ντέξτερ,el,wiktionary_en,-
Ντέρεκ,Ντέρεκ,el,wiktionary_en,-
ντετέκτιβ,ντετέκτιβ,el,wiktionary_en,-
ξενοφοβία,ξενοφοβία,el,wiktionary_en,-
Οκλαχόμα,Οκλαχόμα,el,wiktionary_en,-
Όλιβερ,Όλιβερ,el,wiktionary_en,-
Ολύμπια,Ολύμπια,el,wiktionary_en,-
ορθογναθικός,ορθογναθικός,el,wiktionary_en,-
Οσάκα,Οσάκα,el,wiktionary_en,-
ουάου,ουάου,el,wiktionary_en,-
ουτοπία,ουτοπία,el,wiktionary_en,-
ούφο,ούφο,el,wiktionary_en,-
Οφηλία,Οφηλία,el,wiktionary_en,-
οφσάιντ,οφσάιντ,el,wiktionary_en,-
παζλ,παζλ,el,wiktionary_en,-
Πάιπερ,Πάιπερ,el,wiktionary_en,-
Πάλμερ,Πάλμερ,el,wiktionary_en,-
πάλσαρ,πάλσαρ,el,wiktionary_en,-
παμπ,παμπ,el,wiktionary_en,-
πάνελ,πάνελ,el,wiktionary_en,-
πανοραμικός,πανοραμικός,el,wiktionary_en,-
πάντα,πάντα,el,wiktionary_en,-
πάρκινγκ,πάρκινγκ,el,wiktionary_en,-
πάρκινσον,πάρκινσον,el,wiktionary_en,-
Πάτρικ,Πάτρικ,el,wiktionary_en,-
Πέιτζ,Πέιτζ,el,wiktionary_en,-
Πέρσι,Πέρσι,el,wiktionary_en,-
πιγκ πογκ,πιγκ πογκ,el,wiktionary_en,-
πικάπ,πικάπ,el,wiktionary_en,-
πιόνιο,πιόνιο,el,wiktionary_en,-
πίπερμαν,πίπερμαν,el,wiktionary_en,-
πόνι,πόνι,el,wiktionary_en,-
πουλόβερ,πουλόβερ,el,wiktionary_en,-
Πωλ,Πωλ,el,wiktionary_en,-
ραδιόφωνο,ραδιόφωνο,el,wiktionary_en,-
Ράιαν,Ράιαν,el,wiktionary_en,-
ρακούν,ρακούν,el,wiktionary_en,-
Ράσελ,Ράσελ,el,wiktionary_en,-
Ρέιτσελ,Ρέιτσελ,el,wiktionary_en,-
Ρεμπέκα,Ρεμπέκα,el,wiktionary_en,-
ρεπόρτερ,ρεπόρτερ,el,wiktionary_en,-
ριμπάουντ,ριμπάουντ,el,wiktionary_en,-
Ρίτσαρντ,Ρίτσαρντ,el,wiktionary_en,-
Ρόι,Ρόι,el,wiktionary_en,-
ρόλεϊ,ρόλεϊ,el,wiktionary_en,-
ρομαντικός,ρομαντικός,el,wiktionary_en,-
Ρομπέν,Ρομπέν,el,wiktionary_en,-
Ρόμπερτ,Ρόμπερτ,el,wiktionary_en,-
Ρόουντ Άιλαντ,Ρόουντ Άιλαντ,el,wiktionary_en,-
Ρότζερ,Ρότζερ,el,wiktionary_en,-
σαγιονάρα,σαγιονάρα,el,wiktionary_en,-
Σάιμον,Σάιμον,el,wiktionary_en,-
Σάλι,Σάλι,el,wiktionary_en,-
Σαμόα,Σαμόα,el,wiktionary_en,-
σάντουιτς,σάντουιτς,el,wiktionary_en,-
Σάρλοτ,Σάρλοτ,el,wiktionary_en,-
Σεβίλλη,Σεβίλλη,el,wiktionary_en,-
Σεθ,Σεθ,el,wiktionary_en,-
σέλφι,σέλφι,el,wiktionary_en,-
σέντερ,σέντερ,el,wiktionary_en,-
σέντερ μπακ,σέντερ μπακ,el,wiktionary_en,-
σέντερ φορ,σέντερ φορ,el,wiktionary_en,-
σέξι,σέξι,el,wiktionary_en,-
σεξισμός,σεξισμός,el,wiktionary_en,-
Σέπαρντ,Σέπαρντ,el,wiktionary_en,-
σερ,σερ,el,wiktionary_en,-
Σέφιλντ,Σέφιλντ,el,wiktionary_en,-
Σιέρα Λεόνε,Σιέρα Λεόνε,el,wiktionary_en,-
σίριαλ,σίριαλ,el,wiktionary_en,-
σίριαλ κίλερ,σίριαλ κίλερ,el,wiktionary_en,-
σκάνερ,σκάνερ,el,wiktionary_en,-
σκέιτ,σκέιτ,el,wiktionary_en,-
σκέιτμπορντ,σκέιτμπορντ,el,wiktionary_en,-
σκέιτμπορντινγκ,σκέιτμπορντινγκ,el,wiktionary_en,-
σκορ,σκορ,el,wiktionary_en,-
Σκοτ,Σκοτ,el,wiktionary_en,-
σλόγκαν,σλόγκαν,el,wiktionary_en,-
Σμιθ,Σμιθ,el,wiktionary_en,-
σνακ,σνακ,el,wiktionary_en,-
Σον,Σον,el,wiktionary_en,-
σόου,σόου,el,wiktionary_en,-
Σούβα,Σούβα,el,wiktionary_en,-
Σούζαν,Σούζαν,el,wiktionary_en,-
σουλφίδιο,σουλφίδιο,el,wiktionary_en,-
σουπερμάρκετ,σουπερμάρκετ,el,wiktionary_en,-
σουτ,σουτ,el,wiktionary_en,-
σπριντ,σπριντ,el,wiktionary_en,-
Σταν,Σταν,el,wiktionary_en,-
σταννάνιο,σταννάνιο,el,wiktionary_en,-
Στιβ,Στιβ,el,wiktionary_en,-
Στίβεν,Στίβεν,el,wiktionary_en,-
στοπ,στοπ,el,wiktionary_en,-
σωματολογία,σωματολογία,el,wiktionary_en,-
Τάιλερ,Τάιλερ,el,wiktionary_en,-
τάπερ,τάπερ,el,wiktionary_en,-
τάσπιν,τάσπιν,el,wiktionary_en,-
Τέιλορ,Τέιλορ,el,wiktionary_en,-
τεκίλα,τεκίλα,el,wiktionary_en,-
τένις,τένις,el,wiktionary_en,-
Τέξας,Τέξας,el,wiktionary_en,-
τερπένιο,τερπένιο,el,wiktionary_en,-
τεστ,τεστ,el,wiktionary_en,-
τεστοστερόνη,τεστοστερόνη,el,wiktionary_en,-
τζαζ,τζαζ,el,wiktionary_en,-
Τζακ,Τζακ,el,wiktionary_en,-
Τζάκσον,Τζάκσον,el,wiktionary_en,-
Τζέικ,Τζέικ,el,wiktionary_en,-
Τζέικομπ,Τζέικομπ,el,wiktionary_en,-
Τζέιμι,Τζέιμι,el,wiktionary_en,-
Τζέιμς,Τζέιμς,el,wiktionary_en,-
Τζέιν,Τζέιν,el,wiktionary_en,-
Τζέισον,Τζέισον,el,wiktionary_en,-
Τζένιφερ,Τζένιφερ,el,wiktionary_en,-
τζετ σκι,τζετ σκι,el,wiktionary_en,-
Τζεφ,Τζεφ,el,wiktionary_en,-
Τζιμ,Τζιμ,el,wiktionary_en,-
Τζίμι,Τζίμι,el,wiktionary_en,-
τζιν,τζιν,el,wiktionary_en,-
Τζιν,Τζιν,el,wiktionary_en,-
τζίντζερ,τζίντζερ,el,wiktionary_en,-
Τζόι,Τζόι,el,wiktionary_en,-
Τζον,Τζον,el,wiktionary_en,-
Τζόναθαν,Τζόναθαν,el,wiktionary_en,-
Τζόνι,Τζόνι,el,wiktionary_en,-
Τζόνσον,Τζόνσον,el,wiktionary_en,-
Τζόουνς,Τζόουνς,el,wiktionary_en,-
Τζορτζ,Τζορτζ,el,wiktionary_en,-
Τζόρτζια,Τζόρτζια,el,wiktionary_en,-
Τζούλια,Τζούλια,el,wiktionary_en,-
τηλεφωνικός,τηλεφωνικός,el,wiktionary_en,-
τηλέφωνο,τηλέφωνο,el,wiktionary_en,-
τηλεφωνώ,τηλεφωνώ,el,wiktionary_en,-
τιρζεπατίδη,τιρζεπατίδη,el,wiktionary_en,-
Τόμας,Τόμας,el,wiktionary_en,-
Τόνι,Τόνι,el,wiktionary_en,-
Τοντ,Τοντ,el,wiktionary_en,-
Τορόντο,Τορόντο,el,wiktionary_en,-
τοστ,τοστ,el,wiktionary_en,-
τραμ,τραμ,el,wiktionary_en,-
τρανς,τρανς,el,wiktionary_en,-
τρόλεϊ,τρόλεϊ,el,wiktionary_en,-
Τσακ,Τσακ,el,wiktionary_en,-
Τσαρλς,Τσαρλς,el,wiktionary_en,-
τσεκάρω,τσεκάρω,el,wiktionary_en,-
Τσέλμσφορντ,Τσέλμσφορντ,el,wiktionary_en,-
τσιπ,τσιπ,el,wiktionary_en,-
τσίχλα,τσίχλα,el,wiktionary_en,-
Υόρκη,Υόρκη,el,wiktionary_en,-
φάρμα,φάρμα,el,wiktionary_en,-
φαστ φουντ,φαστ φουντ,el,wiktionary_en,-
Φίλιπ,Φίλιπ,el,wiktionary_en,-
Φίσερ,Φίσερ,el,wiktionary_en,-
φλερτ,φλερτ,el,wiktionary_en,-
Φλόριντα,Φλόριντα,el,wiktionary_en,-
Χαβάη,Χαβάη,el,wiktionary_en,-
χάκερ,χάκερ,el,wiktionary_en,-
χακί,χακί,el,wiktionary_en,-
Χάλιφαξ,Χάλιφαξ,el,wiktionary_en,-
Χαλοουίν,Χαλοουίν,el,wiktionary_en,-
χάμπουργκερ,χάμπουργκερ,el,wiktionary_en,-
Χάουαρντ,Χάουαρντ,el,wiktionary_en,-
χάπι εντ,χάπι εντ,el,wiktionary_en,-
Χάρι,Χάρι,el,wiktionary_en,-
Χάρις,Χάρις,el,wiktionary_en,-
Χάρολντ,Χάρολντ,el,wiktionary_en,-
χατ τρικ,χατ τρικ,el,wiktionary_en,-
Χέμινγουεϊ,Χέμινγουεϊ,el,wiktionary_en,-
χένα,χένα,el,wiktionary_en,-
Χένρι,Χένρι,el,wiktionary_en,-
Χέρσεϊ,Χέρσεϊ,el,wiktionary_en,-
Χιγκς,Χιγκς,el,wiktionary_en,-
χίντι,χίντι,el,wiktionary_en,-
χιούμορ,χιούμορ,el,wiktionary_en,-
χιτζάμπ,χιτζάμπ,el,wiktionary_en,-
χόμπι,χόμπι,el,wiktionary_en,-
ψυχοσωματικός,ψυχοσωματικός,el,wiktionary_en,-
ωογένεση,ωογένεση,el,wiktionary_en,-
γιουβαρλάκι,γιουβαρλάκι,el,wiktionary_tr,-
οπ,οπ,el,wiktionary_tr,-
παντζούρι,παντζούρι,el,wiktionary_tr,-
στράφι,στράφι,el,wiktionary_tr,-
τζουτζές,τζουτζές,el,wiktionary_tr,-
τσατίζω,τσατίζω,el,wiktionary_tr,-
τσιφτετέλι,τσιφτετέλι,el,wiktionary_tr,-
φουφού,φουφού,el,wiktionary_tr,-
α λα καρτ,α λα καρτ,el,wiktionary_fr,-
αβανγκάρντ,αβανγκάρντ,el,wiktionary_fr,-
αβαντάζ,αβαντάζ,el,wiktionary_fr,-
Αβερόν,Αβερόν,el,wiktionary_fr,-
Αγγλονορμανδικές Νήσοι,Αγγλονορμανδικές Νήσοι,el,wiktionary_fr,-
αγγλόφωνος,αγγλόφωνος,el,wiktionary_fr,-
αγκαζέ,αγκαζέ,el,wiktionary_fr,-
αδενίτιδα,αδενίτιδα,el,wiktionary_fr,-
αδρεναλίνη,αδρεναλίνη,el,wiktionary_fr,-
αεροβίωση,αεροβίωση,el,wiktionary_fr,-
αεροδρόμιο,αεροδρόμιο,el,wiktionary_fr,-
αεροζόλ,αεροζόλ,el,wiktionary_fr,-
αεροπλάνο,αεροπλάνο,el,wiktionary_fr,-
αζούρ,αζούρ,el,wiktionary_fr,-
αθεϊσμός,αθεϊσμός,el,wiktionary_fr,-
αθεϊστής,αθεϊστής,el,wiktionary_fr,-
Άιφελ,Άιφελ,el,wiktionary_fr,-
ακαρδία,ακαρδία,el,wiktionary_fr,-
ακουαρέλα,ακουαρέλα,el,wiktionary_fr,-
ακροβασία,ακροβασία,el,wiktionary_fr,-
αλά,αλά,el,wiktionary_fr,-
Αλγερία,Αλγερία,el,wiktionary_fr,-
αλγόριθμος,αλγόριθμος,el,wiktionary_fr,-
αλέ ρετούρ,αλέ ρετούρ,el,wiktionary_fr,-
αλκάλιο,αλκάλιο,el,wiktionary_fr,-
αλκαλοειδές,αλκαλοειδές,el,wiktionary_fr,-
αλκαλοειδής,αλκαλοειδής,el,wiktionary_fr,-
αλκοόλ,αλκοόλ,el,wiktionary_fr,-
αλκοτέστ,αλκοτέστ,el,wiktionary_fr,-
αλμανάκ,αλμανάκ,el,wiktionary_fr,-
αλτ,αλτ,el,wiktionary_fr,-
αλτερνατίβα,αλτερνατίβα,el,wiktionary_fr,-
αμάλγαμα,αμάλγαμα,el,wiktionary_fr,-
αμμωνίτης,αμμωνίτης,el,wiktionary_fr,-
αμόκ,αμόκ,el,wiktionary_fr,-
αμορτισέρ,αμορτισέρ,el,wiktionary_fr,-
αμπαζούρ,αμπαζούρ,el,wiktionary_fr,-
αμπαλάζ,αμπαλάζ,el,wiktionary_fr,-
αμπαλάρισμα,αμπαλάρισμα,el,wiktionary_fr,-
αμπαλάρω,αμπαλάρω,el,wiktionary_fr,-
αμπέρ,αμπέρ,el,wiktionary_fr,-
αμπιγέ,αμπιγέ,el,wiktionary_fr,-
αμπονέ,αμπονέ,el,wiktionary_fr,-
αμπραγιάζ,αμπραγιάζ,el,wiktionary_fr,-
αμπρί,αμπρί,el,wiktionary_fr,-
ανδρογόνο,ανδρογόνο,el,wiktionary_fr,-
Αντάντ,Αντάντ,el,wiktionary_fr,-
αντικέρ,αντικέρ,el,wiktionary_fr,-
αντικερί,αντικερί,el,wiktionary_fr,-
αντισηπτικό,αντισηπτικό,el,wiktionary_fr,-
αντρέ,αντρέ,el,wiktionary_fr,-
ανφάν-γκατέ,ανφάν-γκατέ,el,wiktionary_fr,-
αξεσουάρ,αξεσουάρ,el,wiktionary_fr,-
αξιολογικός,αξιολογικός,el,wiktionary_fr,-
απεριτίφ,απεριτίφ,el,wiktionary_fr,-
απέταλος,απέταλος,el,wiktionary_fr,-
απλίκα,απλίκα,el,wiktionary_fr,-
απλολογία,απλολογία,el,wiktionary_fr,-
αργκό,αργκό,el,wiktionary_fr,-
αρζαντέ,αρζαντέ,el,wiktionary_fr,-
αριβίστας,αριβίστας,el,wiktionary_fr,-
Αριέζ,Αριέζ,el,wiktionary_fr,-
ασανσέρ,ασανσέρ,el,wiktionary_fr,-
ασετόν,ασετόν,el,wiktionary_fr,-
ασιανολογία,ασιανολογία,el,wiktionary_fr,-
ασορτί,ασορτί,el,wiktionary_fr,-
αταβισμός,αταβισμός,el,wiktionary_fr,-
ατμόσφαιρα,ατμόσφαιρα,el,wiktionary_fr,-
ατού,ατού,el,wiktionary_fr,-
ατραξιόν,ατραξιόν,el,wiktionary_fr,-
αυτόγραφο,αυτόγραφο,el,wiktionary_fr,-
αφίσα,αφίσα,el,wiktionary_fr,-
αψέντι,αψέντι,el,wiktionary_fr,-
βαγοτομή,βαγοτομή,el,wiktionary_fr,-
βαλς,βαλς,el,wiktionary_fr,-
βαμπίρ,βαμπίρ,el,wiktionary_fr,-
βαμπιρικός,βαμπιρικός,el,wiktionary_fr,-
βενζίνη,βενζίνη,el,wiktionary_fr,-
βίζα,βίζα,el,wiktionary_fr,-
βιζόν,βιζόν,el,wiktionary_fr,-
βιολογία,βιολογία,el,wiktionary_fr,-
βιόσφαιρα,βιόσφαιρα,el,wiktionary_fr,-
βιταμίνη,βιταμίνη,el,wiktionary_fr,-
βιτρίνα,βιτρίνα,el,wiktionary_fr,-
βοτανική,βοτανική,el,wiktionary_fr,-
βουλκανιζατέρ,βουλκανιζατέρ,el,wiktionary_fr,-
Βρετάνη,Βρετάνη,el,wiktionary_fr,-
βρώμιο,βρώμιο,el,wiktionary_fr,-
γάζα,γάζα,el,wiktionary_fr,-
γάντι,γάντι,el,wiktionary_fr,-
γεωθερμικός,γεωθερμικός,el,wiktionary_fr,-
γκαζόν,γκαζόν,el,wiktionary_fr,-
γκαλερί,γκαλερί,el,wiktionary_fr,-
γκαράζ,γκαράζ,el,wiktionary_fr,-
γκαρσόνι,γκαρσόνι,el,wiktionary_fr,-
γκισέ,γκισέ,el,wiktionary_fr,-
Γκραντ Εστ,Γκραντ Εστ,el,wiktionary_fr,-
γκρι,γκρι,el,wiktionary_fr,-
γλυκόζη,γλυκόζη,el,wiktionary_fr,-
γλυπτοθήκη,γλυπτοθήκη,el,wiktionary_fr,-
γραβάτα,γραβάτα,el,wiktionary_fr,-
γρανάζι,γρανάζι,el,wiktionary_fr,-
γυπαετός,γυπαετός,el,wiktionary_fr,-
δακτυλογράφος,δακτυλογράφος,el,wiktionary_fr,-
δημοτική,δημοτική,el,wiktionary_fr,-
διαχρονικός,διαχρονικός,el,wiktionary_fr,-
διπλωματία,διπλωματία,el,wiktionary_fr,-
δρύπη,δρύπη,el,wiktionary_fr,-
δυναμική,δυναμική,el,wiktionary_fr,-
εβαπορέ,εβαπορέ,el,wiktionary_fr,-
εγκυκλοπαιδικός,εγκυκλοπαιδικός,el,wiktionary_fr,-
εικονολατρία,εικονολατρία,el,wiktionary_fr,-
εκλαίρ,εκλαίρ,el,wiktionary_fr,-
εκλέρ,εκλέρ,el,wiktionary_fr,-
ελλειπτικός,ελλειπτικός,el,wiktionary_fr,-
εμαγιέ,εμαγιέ,el,wiktionary_fr,-
εμπειρισμός,εμπειρισμός,el,wiktionary_fr,-
εξπρές,εξπρές,el,wiktionary_fr,-
έξτρα,έξτρα,el,wiktionary_fr,-
εποποιία,εποποιία,el,wiktionary_fr,-
εστέτ,εστέτ,el,wiktionary_fr,-
εστραγκόν,εστραγκόν,el,wiktionary_fr,-
ζαμπόν,ζαμπόν,el,wiktionary_fr,-
ζέβρα,ζέβρα,el,wiktionary_fr,-
ζέμπρα,ζέμπρα,el,wiktionary_fr,-
ζενίθ,ζενίθ,el,wiktionary_fr,-
ζούγκλα,ζούγκλα,el,wiktionary_fr,-
ηλεκτρικός,ηλεκτρικός,el,wiktionary_fr,-
ηωσίνη,ηωσίνη,el,wiktionary_fr,-
θεραπευτική,θεραπευτική,el,wiktionary_fr,-
θερμοδυναμική,θερμοδυναμική,el,wiktionary_fr,-
θερμόμετρο,θερμόμετρο,el,wiktionary_fr,-
ιαγουάρος,ιαγουάρος,el,wiktionary_fr,-
-ιανός,-ιανός,el,wiktionary_fr,-
Ιαπωνία,Ιαπωνία,el,wiktionary_fr,-
Ιλ-ντε-Φρανς,Ιλ-ντε-Φρανς,el,wiktionary_fr,-
ιμπεριαλισμός,ιμπεριαλισμός,el,wiktionary_fr,-
Ιουρασική,Ιουρασική,el,wiktionary_fr,-
ισλαμισμός,ισλαμισμός,el,wiktionary_fr,-
ιώδιο,ιώδιο,el,wiktionary_fr,-
ιωδισμός,ιωδισμός,el,wiktionary_fr,-
καλοριφέρ,καλοριφέρ,el,wiktionary_fr,-
καμβάς,καμβάς,el,wiktionary_fr,-
Καμερούν,Καμερούν,el,wiktionary_fr,-
καμουφλάζ,καμουφλάζ,el,wiktionary_fr,-
καμουφλάρω,καμουφλάρω,el,wiktionary_fr,-
καμπάνια,καμπάνια,el,wiktionary_fr,-
Καμπερνέ Σοβινιόν,Καμπερνέ Σοβινιόν,el,wiktionary_fr,-
Καμπότζη,Καμπότζη,el,wiktionary_fr,-
καναπές,καναπές,el,wiktionary_fr,-
Κάννες,Κάννες,el,wiktionary_fr,-
κανό,κανό,el,wiktionary_fr,-
καρμανιόλα,καρμανιόλα,el,wiktionary_fr,-
καρό,καρό,el,wiktionary_fr,-
καρτ-ποστάλ,καρτ-ποστάλ,el,wiktionary_fr,-
κασκαντέρ,κασκαντέρ,el,wiktionary_fr,-
κασκόλ,κασκόλ,el,wiktionary_fr,-
κατίνα,κατίνα,el,wiktionary_fr,-
καυστικός,καυστικός,el,wiktionary_fr,-
καφέ,καφέ,el,wiktionary_fr,-
κεκ,κεκ,el,wiktionary_fr,-
κιλό,κιλό,el,wiktionary_fr,-
κιλοβάτ,κιλοβάτ,el,wiktionary_fr,-
κινηματογραφία,κινηματογραφία,el,wiktionary_fr,-
κινηματογραφικός,κινηματογραφικός,el,wiktionary_fr,-
κινηματογράφος,κινηματογράφος,el,wiktionary_fr,-
κις,κις,el,wiktionary_fr,-
κλασικός,κλασικός,el,wiktionary_fr,-
κλικ,κλικ,el,wiktionary_fr,-
κλινική,κλινική,el,wiktionary_fr,-
κολιέ,κολιέ,el,wiktionary_fr,-
κολιμπρί,κολιμπρί,el,wiktionary_fr,-
κολλώδιο,κολλώδιο,el,wiktionary_fr,-
κομεντί,κομεντί,el,wiktionary_fr,-
κομμουνισμός,κομμουνισμός,el,wiktionary_fr,-
κομμουνίστρια,κομμουνίστρια,el,wiktionary_fr,-
κομπέρ,κομπέρ,el,wiktionary_fr,-
κομπινεζόν,κομπινεζόν,el,wiktionary_fr,-
κομπρεσέρ,κομπρεσέρ,el,wiktionary_fr,-
Κονγκό,Κονγκό,el,wiktionary_fr,-
κορ ανγκλέ,κορ ανγκλέ,el,wiktionary_fr,-
κορσές,κορσές,el,wiktionary_fr,-
κόρυμβος,κόρυμβος,el,wiktionary_fr,-
Κοτ-ντ'Ορ,Κοτ-ντ'Ορ,el,wiktionary_fr,-
κουαφέζα,κουαφέζα,el,wiktionary_fr,-
κουντεπιέ,κουντεπιέ,el,wiktionary_fr,-
κουπ,κουπ,el,wiktionary_fr,-
κούρσα,κούρσα,el,wiktionary_fr,-
κουστούμι,κουστούμι,el,wiktionary_fr,-
κραγιόν,κραγιόν,el,wiktionary_fr,-
κρεμ,κρεμ,el,wiktionary_fr,-
κριτική,κριτική,el,wiktionary_fr,-
κρουασάν,κρουασάν,el,wiktionary_fr,-
λικέρ,λικέρ,el,wiktionary_fr,-
λιλά,λιλά,el,wiktionary_fr,-
λιμπεραλισμός,λιμπεραλισμός,el,wiktionary_fr,-
λουξ,λουξ,el,wiktionary_fr,-
μάγια,μάγια,el,wiktionary_fr,-
μαγιό,μαγιό,el,wiktionary_fr,-
μαγιονέζα,μαγιονέζα,el,wiktionary_fr,-
μακιγιάζ,μακιγιάζ,el,wiktionary_fr,-
μακιγιέζ,μακιγιέζ,el,wiktionary_fr,-
μακιγιέρ,μακιγιέρ,el,wiktionary_fr,-
μακροοικονομικός,μακροοικονομικός,el,wiktionary_fr,-
μανεκέν,μανεκέν,el,wiktionary_fr,-
μανικιούρ,μανικιούρ,el,wiktionary_fr,-
μανσέτα,μανσέτα,el,wiktionary_fr,-
μαοϊσμός,μαοϊσμός,el,wiktionary_fr,-
μαόνι,μαόνι,el,wiktionary_fr,-
μαργράβος,μαργράβος,el,wiktionary_fr,-
μαρμελάδα,μαρμελάδα,el,wiktionary_fr,-
μαρμότα,μαρμότα,el,wiktionary_fr,-
μασάζ,μασάζ,el,wiktionary_fr,-
μασίς,μασίς,el,wiktionary_fr,-
μάσκα,μάσκα,el,wiktionary_fr,-
