term,target_lang,origin_lang,source_category
οξαλικός,el,fr,Category:Greek_terms_borrowed_from_French
οργανοληπτικός,el,fr,Category:Greek_terms_borrowed_from_French
οργανώνω,el,fr,Category:Greek_terms_borrowed_from_French
Ορν,el,fr,Category:Greek_terms_borrowed_from_French
ορτανσία,el,fr,Category:Greek_terms_borrowed_from_French
ορχιδέα,el,fr,Category:Greek_terms_borrowed_from_French
Οσμάν,el,fr,Category:Greek_terms_borrowed_from_French
οτομπούς,el,fr,Category:Greek_terms_borrowed_from_French
οτοστόπ,el,fr,Category:Greek_terms_borrowed_from_French
ουβερτούρα,el,fr,Category:Greek_terms_borrowed_from_French
ουλάνος,el,fr,Category:Greek_terms_borrowed_from_French
Πα-ντε-Καλαί,el,fr,Category:Greek_terms_borrowed_from_French
παιδίατρος,el,fr,Category:Greek_terms_borrowed_from_French
παλτό,el,fr,Category:Greek_terms_borrowed_from_French
πανέ,el,fr,Category:Greek_terms_borrowed_from_French
πανσιόν,el,fr,Category:Greek_terms_borrowed_from_French
παντζούρι,el,fr,Category:Greek_terms_borrowed_from_French
παπιγιόν,el,fr,Category:Greek_terms_borrowed_from_French
παραφωνία,el,fr,Category:Greek_terms_borrowed_from_French
Παρίσι,el,fr,Category:Greek_terms_borrowed_from_French
παρμπρίζ,el,fr,Category:Greek_terms_borrowed_from_French
πατ,el,fr,Category:Greek_terms_borrowed_from_French
πεκάν,el,fr,Category:Greek_terms_borrowed_from_French
περιοδικό,el,fr,Category:Greek_terms_borrowed_from_French
περφορατέρ,el,fr,Category:Greek_terms_borrowed_from_French
Πικαρδία,el,fr,Category:Greek_terms_borrowed_from_French
πιόνι,el,fr,Category:Greek_terms_borrowed_from_French
πίστα,el,fr,Category:Greek_terms_borrowed_from_French
πλαζ,el,fr,Category:Greek_terms_borrowed_from_French
πλασιέ,el,fr,Category:Greek_terms_borrowed_from_French
πλατίνα,el,fr,Category:Greek_terms_borrowed_from_French
πλατφόρμα,el,fr,Category:Greek_terms_borrowed_from_French
πλαφόν,el,fr,Category:Greek_terms_borrowed_from_French
πλουραλισμός,el,fr,Category:Greek_terms_borrowed_from_French
πολωνέζα,el,fr,Category:Greek_terms_borrowed_from_French
πορνογραφία,el,fr,Category:Greek_terms_borrowed_from_French
πορτμπαγκάζ,el,fr,Category:Greek_terms_borrowed_from_French
ποσέ,el,fr,Category:Greek_terms_borrowed_from_French
πουαντιλιστής,el,fr,Category:Greek_terms_borrowed_from_French
πουρμπουάρ,el,fr,Category:Greek_terms_borrowed_from_French
πρεμιέρα,el,fr,Category:Greek_terms_borrowed_from_French
πρίζα,el,fr,Category:Greek_terms_borrowed_from_French
πριμιτίφ,el,fr,Category:Greek_terms_borrowed_from_French
προφίλ,el,fr,Category:Greek_terms_borrowed_from_French
Πωλ,el,fr,Category:Greek_terms_borrowed_from_French
ράδιο,el,fr,Category:Greek_terms_borrowed_from_French
ραδιοφωνικός,el,fr,Category:Greek_terms_borrowed_from_French
ραντεβού,el,fr,Category:Greek_terms_borrowed_from_French
ραντό,el,fr,Category:Greek_terms_borrowed_from_French
ρεκόρ,el,fr,Category:Greek_terms_borrowed_from_French
ρεπεσάζ,el,fr,Category:Greek_terms_borrowed_from_French
ρεπό,el,fr,Category:Greek_terms_borrowed_from_French
ρεπορτάζ,el,fr,Category:Greek_terms_borrowed_from_French
ρεσεψιόν,el,fr,Category:Greek_terms_borrowed_from_French
ρεσεψιονίστ,el,fr,Category:Greek_terms_borrowed_from_French
ρεσιτάλ,el,fr,Category:Greek_terms_borrowed_from_French
ρετιρέ,el,fr,Category:Greek_terms_borrowed_from_French
ρεφρέν,el,fr,Category:Greek_terms_borrowed_from_French
ροζ,el,fr,Category:Greek_terms_borrowed_from_French
ροζέ,el,fr,Category:Greek_terms_borrowed_from_French
ροκφόρ,el,fr,Category:Greek_terms_borrowed_from_French
ρολό,el,fr,Category:Greek_terms_borrowed_from_French
ρόλος,el,fr,Category:Greek_terms_borrowed_from_French
ρουτίνα,el,fr,Category:Greek_terms_borrowed_from_French
σαμπάνια,el,fr,Category:Greek_terms_borrowed_from_French
σαμπανιζέ,el,fr,Category:Greek_terms_borrowed_from_French
σαμποτάζ,el,fr,Category:Greek_terms_borrowed_from_French
σαμποτέρ,el,fr,Category:Greek_terms_borrowed_from_French
σαμπουάν,el,fr,Category:Greek_terms_borrowed_from_French
σαντιγί,el,fr,Category:Greek_terms_borrowed_from_French
σαντιγύ,el,fr,Category:Greek_terms_borrowed_from_French
σαρκαστικός,el,fr,Category:Greek_terms_borrowed_from_French
σατέν,el,fr,Category:Greek_terms_borrowed_from_French
σατιρίζω,el,fr,Category:Greek_terms_borrowed_from_French
σεβρό,el,fr,Category:Greek_terms_borrowed_from_French
σεζόν,el,fr,Category:Greek_terms_borrowed_from_French
σεισμολογία,el,fr,Category:Greek_terms_borrowed_from_French
σεισμολογικός,el,fr,Category:Greek_terms_borrowed_from_French
σεισμολόγος,el,fr,Category:Greek_terms_borrowed_from_French
Σεν-ε-Μαρν,el,fr,Category:Greek_terms_borrowed_from_French
σερίφης,el,fr,Category:Greek_terms_borrowed_from_French
σιδηρίτης,el,fr,Category:Greek_terms_borrowed_from_French
σικορέ,el,fr,Category:Greek_terms_borrowed_from_French
σινεμά,el,fr,Category:Greek_terms_borrowed_from_French
σιφόν,el,fr,Category:Greek_terms_borrowed_from_French
σοβινισμός,el,fr,Category:Greek_terms_borrowed_from_French
σοκ,el,fr,Category:Greek_terms_borrowed_from_French
σοκολάτα,el,fr,Category:Greek_terms_borrowed_from_French
σορμπέ,el,fr,Category:Greek_terms_borrowed_from_French
σος,el,fr,Category:Greek_terms_borrowed_from_French
σοσιαλισμός,el,fr,Category:Greek_terms_borrowed_from_French
σουβενίρ,el,fr,Category:Greek_terms_borrowed_from_French
σουβέρ,el,fr,Category:Greek_terms_borrowed_from_French
σουξέ,el,fr,Category:Greek_terms_borrowed_from_French
σούπα,el,fr,Category:Greek_terms_borrowed_from_French
σουτιέν,el,fr,Category:Greek_terms_borrowed_from_French
σοφίτα,el,fr,Category:Greek_terms_borrowed_from_French
σπορ,el,fr,Category:Greek_terms_borrowed_from_French
στηθοσκόπιο,el,fr,Category:Greek_terms_borrowed_from_French
στυλό,el,fr,Category:Greek_terms_borrowed_from_French
συμβιωτικός,el,fr,Category:Greek_terms_borrowed_from_French
συμβολισμός,el,fr,Category:Greek_terms_borrowed_from_French
συμμετρικός,el,fr,Category:Greek_terms_borrowed_from_French
συμπτωματικός,el,fr,Category:Greek_terms_borrowed_from_French
σφυγμογραφία,el,fr,Category:Greek_terms_borrowed_from_French
σωματολογία,el,fr,Category:Greek_terms_borrowed_from_French
σως,el,fr,Category:Greek_terms_borrowed_from_French
τακτ,el,fr,Category:Greek_terms_borrowed_from_French
ταμπλό,el,fr,Category:Greek_terms_borrowed_from_French
ταξί,el,fr,Category:Greek_terms_borrowed_from_French
ταρό,el,fr,Category:Greek_terms_borrowed_from_French
τατουάζ,el,fr,Category:Greek_terms_borrowed_from_French
τέιο,el,fr,Category:Greek_terms_borrowed_from_French
τελεφερίκ,el,fr,Category:Greek_terms_borrowed_from_French
τερπένιο,el,fr,Category:Greek_terms_borrowed_from_French
τηλεφωνικός,el,fr,Category:Greek_terms_borrowed_from_French
τηλέφωνο,el,fr,Category:Greek_terms_borrowed_from_French
τηλεφωνώ,el,fr,Category:Greek_terms_borrowed_from_French
τιρκουάζ,el,fr,Category:Greek_terms_borrowed_from_French
τιρμπουσόν,el,fr,Category:Greek_terms_borrowed_from_French
τόνος,el,fr,Category:Greek_terms_borrowed_from_French
τουαλέτα,el,fr,Category:Greek_terms_borrowed_from_French
τουκάν,el,fr,Category:Greek_terms_borrowed_from_French
τραβεστί,el,fr,Category:Greek_terms_borrowed_from_French
τρακάρω,el,fr,Category:Greek_terms_borrowed_from_French
τρακτέρ,el,fr,Category:Greek_terms_borrowed_from_French
τρίκο,el,fr,Category:Greek_terms_borrowed_from_French
τρίκυκλο,el,fr,Category:Greek_terms_borrowed_from_French
τροτσκισμός,el,fr,Category:Greek_terms_borrowed_from_French
Τσαντ,el,fr,Category:Greek_terms_borrowed_from_French
υδροηλεκτρικός,el,fr,Category:Greek_terms_borrowed_from_French
υδρόφιλος,el,fr,Category:Greek_terms_borrowed_from_French
υλοζωισμός,el,fr,Category:Greek_terms_borrowed_from_French
υπερτροφία,el,fr,Category:Greek_terms_borrowed_from_French
φαβορί,el,fr,Category:Greek_terms_borrowed_from_French
φανατικός,el,fr,Category:Greek_terms_borrowed_from_French
φενέκ,el,fr,Category:Greek_terms_borrowed_from_French
φεστιβάλ,el,fr,Category:Greek_terms_borrowed_from_French
φετίχ,el,fr,Category:Greek_terms_borrowed_from_French
φθόριο,el,fr,Category:Greek_terms_borrowed_from_French
φιλανθρωπικός,el,fr,Category:Greek_terms_borrowed_from_French
φιλελληνικός,el,fr,Category:Greek_terms_borrowed_from_French
φιλολογικός,el,fr,Category:Greek_terms_borrowed_from_French
φιλοτελιστής,el,fr,Category:Greek_terms_borrowed_from_French
φιξάρω,el,fr,Category:Greek_terms_borrowed_from_French
φλίπερ,el,fr,Category:Greek_terms_borrowed_from_French
φλου,el,fr,Category:Greek_terms_borrowed_from_French
φον ντε τεν,el,fr,Category:Greek_terms_borrowed_from_French
φραμπουάζ,el,fr,Category:Greek_terms_borrowed_from_French
φραπέ,el,fr,Category:Greek_terms_borrowed_from_French
χαλίφης,el,fr,Category:Greek_terms_borrowed_from_French
χαμίνι,el,fr,Category:Greek_terms_borrowed_from_French
χαρτομαντεία,el,fr,Category:Greek_terms_borrowed_from_French
χλώριο,el,fr,Category:Greek_terms_borrowed_from_French
χρονόμετρο,el,fr,Category:Greek_terms_borrowed_from_French
ψευδώνυμο,el,fr,Category:Greek_terms_borrowed_from_French
ψυχανάλυση,el,fr,Category:Greek_terms_borrowed_from_French
ψυχασθένεια,el,fr,Category:Greek_terms_borrowed_from_French
ψυχιατρική,el,fr,Category:Greek_terms_borrowed_from_French
ψυχιατρικός,el,fr,Category:Greek_terms_borrowed_from_French
ψυχίατρος,el,fr,Category:Greek_terms_borrowed_from_French
ψυχοθεραπεία,el,fr,Category:Greek_terms_borrowed_from_French
ψυχολογία,el,fr,Category:Greek_terms_borrowed_from_French
ψυχολογικός,el,fr,Category:Greek_terms_borrowed_from_French
ψυχολόγος,el,fr,Category:Greek_terms_borrowed_from_French
ψυχραιμία,el,fr,Category:Greek_terms_borrowed_from_French
ψύχωση,el,fr,Category:Greek_terms_borrowed_from_French
Ω-ντε-Φρανς,el,fr,Category:Greek_terms_borrowed_from_French
Ωβέρνη-Ρον-Αλπ,el,fr,Category:Greek_terms_borrowed_from_French
Ωντ,el,fr,Category:Greek_terms_borrowed_from_French
